150,15,happy,angry,sad,,,,,,,,,,,
0.307176798,-0.055564639,0.779778159,-0.207710629,-0.151078053,0.10177025,-0.579193744,-0.531234339,0.39180505,0.173871423,0.070963442,-0.233487607,-0.000832832,-0.358512744,-0.133198799,0
1.612948157,0.178158321,0.833534297,-0.605817302,-0.230351608,0.088067818,-0.442065619,-0.36856378,0.17089929,-0.262105106,0.087921688,-0.085940014,0.179435905,-0.210892308,-0.112981835,0
0.218962118,-1.009673712,0.571868224,-1.425013326,-0.947101518,0.199497952,-1.029506159,-0.54411374,0.038444237,-0.615929689,0.003757748,-0.396152726,-0.071719744,-0.419282515,-0.278268894,0
1.112573614,0.085295276,-0.006768434,-0.950993923,-0.804424571,-0.866582678,-0.774282488,-0.637360487,-0.329980048,0.032417591,-0.444980884,-0.497994611,-0.121392163,-0.528230766,-0.131154903,0
-0.804204603,-1.558251791,-0.901063342,-1.255732156,-0.875039658,-0.528073705,-0.764432775,-0.662463655,-0.304688502,0.168742961,0.144881257,0.465769318,0.401558407,0.07323528,0.476892246,0
-0.576116939,-0.433565104,0.197799616,-1.476907985,0.041951672,-0.858320992,-0.455295971,-0.758782468,-0.205319119,-0.146367871,-0.155112466,0.196991383,0.088620059,-0.022002767,0.143886255,0
-0.735485451,-0.936055468,-0.039609651,-1.713970514,-0.085500883,-1.140514554,-0.453297936,-0.814949849,-0.210181217,-0.117897813,-0.281123909,0.13279258,0.195568191,0.000334589,0.412036412,0
-0.746340553,-0.334684808,0.126319211,-0.74998072,-0.583369779,-0.963827375,-0.486713064,-0.639408964,-0.245250467,-0.153660531,-0.265983269,-0.636227325,0.016887839,-0.339599197,-0.348683222,0
-1.479966189,-1.076974197,0.46521464,-1.760813888,-0.823531079,-1.251643515,-0.762548968,-0.682593927,-0.283374368,-0.120889283,-0.411493691,0.272156654,0.181955046,-0.191489774,0.197204998,0
-2.573501052,-1.542444739,0.121606929,-2.003803109,-0.461893,-0.886866695,-0.382948118,-0.699524499,-0.395567551,-0.233643821,-0.004853113,0.327920363,0.378667131,0.102817447,0.490553523,0
-0.105472118,-0.609329406,0.270014072,-1.103274326,-0.735891639,-0.973751277,-0.877697731,-1.03432762,-0.332888398,-0.261405959,-0.174190785,-0.523674635,-0.052053661,-0.218052698,-0.335920143,0
-0.972175061,-0.182076731,-0.285045264,-1.081046878,-0.439793306,-1.057181695,-0.640046311,-0.887417644,-0.188169401,0.15406354,0.36673328,0.431769022,0.806269877,-0.289947564,0.037350716,0
-1.683882717,-2.084977293,0.359620321,-1.925382942,-0.655634009,-1.139534845,-1.148732499,-0.139754069,-0.352816175,0.232326502,-0.070167335,0.668464346,0.118708913,0.292934459,0.367425107,0
1.010215624,-0.361811304,0.788147166,-0.799729071,-0.616710719,-1.147536672,-1.118906983,-0.438962367,-0.653651338,-0.094818119,-0.769093853,-0.076046186,-0.639302852,-0.37196306,0.023834948,0
-0.36257231,-0.247597732,0.877231388,0.159857264,0.116796067,0.156855009,-0.186720034,-0.396301075,-0.276312918,0.044181896,0.132962372,-0.214785542,-0.197114258,-0.341679042,-0.068068197,0
1.315845274,0.14195569,0.526126341,-0.016632215,-0.278855892,-0.312690913,-0.147219482,-0.729163297,0.017428496,-0.344167931,-0.060305489,-0.325775092,0.054871159,0.027931093,-0.191065754,1
0.598753668,-0.202890448,-0.092937875,-0.467017567,-1.142151185,-0.705803607,-0.809132924,-0.747692986,0.096540599,0.077413292,0.119466021,0.012581168,0.570021065,-0.001356296,0.444786761,1
0.866885705,-0.415128379,0.527448474,-1.142577223,-0.502883858,-1.028705321,-0.462412133,-0.852837965,-0.239828891,-0.232092837,-0.52447547,-0.091506739,0.090348692,0.016520584,0.223059377,1
1.298285622,-0.054189528,0.369824494,-0.324387163,-0.079233237,-0.619068393,-0.112274868,-0.247047436,0.015851783,-0.197531502,-0.236529291,-0.271880895,-0.064905334,-0.18597764,-0.131407095,1
2.586886495,0.905374168,0.742045547,0.260399411,-0.33489774,-0.575343341,-0.27484809,-0.471911816,-0.162835397,-0.303082023,-0.34457157,-0.354240611,0.107707649,-0.731411597,-0.107299804,1
0.162064032,-1.785391663,-0.0853685,-1.370518929,-0.32658659,-1.380236307,-0.915258042,-0.905384525,-0.558210283,-0.327820719,-0.054077548,0.406903808,0.202678251,0.543558207,0.710216646,1
2.062860206,0.036328678,0.45847466,0.178335119,-0.703396444,-0.686188206,-1.122794011,-0.465348309,0.435174813,-0.408632759,-0.138808226,-0.370789353,-0.167991853,-0.785411751,-0.063352382,1
2.241473698,-0.435241319,0.766728852,0.041066611,-0.330475272,-0.429390649,-0.110894418,-0.373990844,0.231438475,-0.241682105,0.00507296,-0.382822247,-0.105266109,-0.050841445,-0.40126185,1
1.103432744,-0.564275225,-0.591467119,-0.76409508,-0.972688833,-0.662078378,-0.818228907,-0.719612861,-0.034024125,-0.072897588,-0.392212664,0.008074168,0.331169926,-0.160064682,0.448662704,1
0.568353673,-0.137239383,0.558221936,0.036395576,-0.330336022,-0.664629689,-0.25327552,-0.775090143,-0.232447255,-0.013141445,-0.454292137,-0.395054959,0.334227201,-0.476595911,0.021180032,1
-1.478276756,-2.0020634,0.159801262,-1.541611433,-0.573281978,-1.195307652,-0.506330517,-0.942465019,-0.725600881,-0.059471679,-0.145218073,0.229357671,0.667524671,-0.189535412,0.424216972,1
0.858930372,0.944040985,0.945495695,-0.199501564,-0.238453918,-0.638471298,-0.093176102,-0.56030021,0.117330969,-0.182592537,-0.184504399,-0.208492292,-0.006725371,-0.224863845,-0.229182623,1
1.696066097,0.474063505,0.576179229,-0.532405295,-0.657703937,-0.621403633,-0.690338108,-0.384945265,-0.090086141,-0.269737392,-0.19608436,-0.120922253,0.285173495,-0.132545925,0.223628097,1
1.063227843,0.367875057,0.686341268,-0.356953669,-0.52251077,-0.280106111,-0.06609549,-0.479968573,-0.016289424,-0.374145173,-0.069957002,-0.184161006,0.153854235,-0.209299482,-0.226377321,1
1.115698111,-0.048636992,0.237751226,-0.476428477,-0.778810633,-0.315540761,-0.15497416,-0.640507128,0.083024852,-0.566660938,-0.078847171,-0.263097979,0.081117213,-0.207712176,-0.128397004,1
0.015571906,-0.164189125,0.132178403,-1.409540538,-0.357666452,-0.990877374,-0.327522868,-0.821898225,-0.190692325,-0.379484815,-0.15270537,0.061221485,0.080351106,0.001735437,0.307546821,1
-0.039029938,-0.179979969,0.255989061,-1.291608337,-0.120349898,-1.059309478,-0.401156564,-0.652724694,-0.391413359,-0.101900111,-0.514131766,0.030060946,-0.151458962,-0.170906794,0.114885186,1
0.332617643,0.495079445,0.691628988,-0.374186108,-0.698928537,-0.714682455,-0.694951313,-0.654802625,-0.032754234,-0.154842768,-0.078535733,-0.45869639,0.414673986,-0.350833797,-0.117434765,1
-1.862584634,-1.289223074,0.577911072,-1.785287123,-1.000724232,-1.20782687,-0.444134819,-0.83516885,-0.484192973,-0.223764911,-0.054699481,0.160654923,0.316473987,-0.084119801,0.505770063,1
0.5091175,1.079623113,0.715969958,-0.273450503,-0.354987863,-0.79319556,-0.61090087,-0.879446151,-0.268673721,-0.226425827,-0.158194448,-0.412862027,0.143892132,-0.37371463,-0.175608497,1
0.241373828,0.707433001,0.451882129,-0.575889077,-0.970457607,-1.176095264,-0.726843822,-1.191040798,-0.535859689,-0.444112745,-0.323755161,-0.384753264,0.050427593,-0.335973776,-0.041618582,1
1.760089011,0.731728266,0.352972111,-0.297966154,-0.956985141,-0.700275262,-0.804145214,-0.355056998,0.218027339,-0.203721512,-0.086273852,0.176781945,0.387763211,-0.208401187,0.19471142,1
0.207341872,0.345781436,-0.116475326,-0.925424937,-1.312763939,-0.709960335,-0.800626145,-0.911864449,-0.228692642,-0.015695337,-0.307187748,0.230562425,0.362332863,-0.080984704,0.599879078,1
1.235791553,0.519743098,0.165159677,-0.786690861,-0.374089498,-0.650562362,-0.508433124,-0.325500185,-0.000319125,-0.010285124,-0.155305209,0.513942471,0.19553419,0.217429049,-0.042322818,1
-0.195034171,0.047664281,0.546711711,-0.303499498,-0.981236998,-1.026780363,-0.60521988,-0.92709792,-0.170046223,-0.199257662,-0.305265125,-0.683001216,0.326527579,-0.51410384,-0.129996644,1
0.664901278,0.649389918,0.773661359,0.172128306,-0.799131022,-0.633185152,-0.463158669,-0.94510508,-0.067824367,0.034808951,-0.268478124,-0.311100992,0.234702609,-0.314583854,-0.027256654,1
-1.253192775,-1.213974013,0.650521113,-1.62448688,-0.814897124,-1.452673104,-0.462121781,-0.654596397,0.044605508,0.082151309,-0.166037696,0.556822557,0.790132807,-0.208703156,0.385720949,1
-2.003643933,-1.319642294,0.584868625,-1.563901168,-1.067058336,-1.328266556,-0.508051272,-0.516594023,0.140674261,0.515377658,0.161968448,1.06095401,0.702510814,-0.16418754,0.100222813,1
0.833148035,0.794645679,1.282474213,-0.26542244,-0.626830475,-0.996164667,-0.168923505,-0.668404093,-0.080719864,-0.19120018,-0.131139284,-0.151495391,-0.041344248,-0.311007724,-0.249189195,1
1.182662097,1.186720709,1.396422536,-0.030153161,-0.908360996,-1.007260117,-0.281424192,-0.457903366,-0.103043222,-0.191469982,-0.264084028,-0.237728274,-0.037598036,-0.640680363,-0.048499427,1
0.465125045,0.400846295,1.015110136,-0.62791011,-1.150511334,-0.964050599,-0.447881512,-0.336172404,-0.01312386,0.01935375,-0.005615065,0.224525261,0.466024357,-0.141806932,0.351277251,1
1.70466594,0.439955693,1.264170753,0.523190765,-0.844061026,-0.718548798,-0.973421727,-0.586624897,0.450562181,-0.234305693,0.111353527,-0.115912518,0.100816009,-0.33969253,-0.055013476,1
1.275639527,0.547355858,1.375822251,0.175062164,-0.291004991,-0.44677504,0.089607974,-0.252885046,-0.235561828,-0.327897089,0.095938313,-0.076592694,0.280750462,-0.053216811,-0.138392935,1
0.31426543,0.486956567,0.204948615,-0.687074498,-1.262045184,-1.070563089,-0.388556299,-0.73722932,0.023060336,0.26662743,0.184231175,0.127049079,0.440715486,-0.11016891,0.207573625,1
0.512827043,0.626960465,0.847863971,-0.67748273,-0.653254936,-1.205972272,-0.345067998,-0.666211031,-0.364847913,-0.03916413,-0.36194474,0.026518151,-0.080316997,-0.324477383,0.000820998,1
0.170967025,-0.2960778,0.598479053,-0.987438181,-0.957587072,-1.311924736,-0.562752201,-0.458296801,-0.424820349,0.11263915,-0.033512409,0.454537691,0.229482699,-0.037604156,0.183800637,1
-1.58095355,-1.298924972,0.618945799,-1.505326227,-1.051626364,-1.422489573,-0.187989836,-0.520140921,-0.214610413,0.553489484,0.146225457,0.730194384,0.688271916,0.083028314,0.437904059,1
1.645705744,-0.304709281,-0.344950035,-0.828762539,-0.681949891,-0.503961191,-0.718869938,-0.435271875,0.103211135,0.157188941,0.370079877,0.478830303,0.644805842,-0.223551259,0.322366428,1
2.13001529,0.127756008,0.63090435,-0.090791853,-0.249164297,-0.029924253,-0.184659169,-0.478836072,-0.120038144,-0.413213705,-0.080454743,-0.145669791,0.122161104,-0.155034288,-0.307045054,1
2.871858804,0.315230888,0.987748278,-0.566057268,-0.694163053,0.177544066,-0.560116897,-0.619294285,0.642017985,-0.211766332,0.104931402,-0.36078701,0.162179176,-0.264427897,-0.144949285,1
1.817102713,0.735049986,0.107143513,-0.449815802,-0.576311762,-0.456761718,-0.617441927,-0.546061749,0.036874169,0.041457056,-0.36180715,0.060744119,0.123963454,-0.339362516,0.002717901,1
0.258553521,-0.572266666,-0.251872668,-1.051210731,-0.421158877,-0.895847078,-0.7166849,-0.581892012,-0.063690392,-0.099123271,-0.010799266,0.295047566,0.213806571,-0.07499524,0.173723308,1
-1.275876287,-1.627054062,0.403298215,-1.69110393,-0.493936992,-0.866560242,-0.704674527,-0.841494133,-0.244609995,-0.045741673,-0.187526447,0.207914897,0.412991716,-0.177564193,0.200123964,1
2.024306885,0.292399083,0.219606031,-0.417162258,-0.548236567,-0.498110837,-0.701437793,-0.54682902,-0.138600352,-0.246578854,-0.247573242,-0.186985698,0.131564468,-0.452699459,0.049572279,1
-0.287851784,-1.778346199,-0.085523135,-1.408954741,-0.261038025,-1.22958941,-0.964882456,-0.296811541,-0.161771821,-0.059164022,0.277767211,0.449863273,0.305756555,0.460669866,0.577511115,1
0.742010659,-1.074644136,0.076026684,-1.023282913,-0.508070068,-1.689185537,-1.066070765,-0.681378805,-0.69083045,-0.45119955,-0.283459308,-0.254968091,-0.109418141,0.127004956,0.423899643,1
2.531774725,0.324921286,0.732113615,-0.071185879,-0.04164037,-0.041207427,-0.369497671,-0.424243169,0.021387356,-0.210257034,-0.150141785,-0.191016441,0.042657739,-0.218321387,-0.243760719,1
0.943441095,-0.108287633,-0.523483416,-0.81620286,-0.660192881,-0.786246,-0.947845651,-0.507570664,-0.123830693,-0.240341514,0.012685204,0.327012512,0.470231095,0.045069086,0.664959516,1
-0.950139703,-1.724567339,-0.051386411,-1.36344852,-0.538792099,-1.079882052,-0.886184144,-0.822254464,-0.346845476,-0.134797098,-0.358864008,0.131033493,0.572195475,-0.115911195,0.373818804,1
-0.449046915,-1.335738207,0.065885465,-1.380967592,-0.389144512,-1.141282046,-0.948132735,-1.017563781,-0.395291333,-0.288409312,-0.512843898,-0.198455631,0.280421764,-0.303889392,0.318357066,1
1.899626769,1.618426233,1.678763812,0.493084264,0.60725711,-0.039741326,0.210098406,-0.067222519,0.426964328,0.487647463,-0.387043045,0.228832609,0.250363332,-0.415193732,-0.030805286,2
2.026241453,1.305990337,1.249541723,0.312401489,0.926565968,-0.318310615,0.184985866,-0.266109516,0.691188805,0.132229288,-0.081531141,-0.172635051,0.301854258,-0.571097141,-0.297829585,2
2.472498984,1.601662859,1.483519408,0.569491251,1.039390694,0.116820674,0.357788221,0.061172148,0.61439178,0.201986606,0.132174635,0.01473452,0.159889098,-0.424881504,-0.285195026,2
0.678973978,0.866157342,1.65964622,0.41373756,0.643246067,-0.514612065,-0.277757402,-0.352589557,-0.132400048,-0.175489918,-0.682135337,-0.140377709,0.002946081,-0.44137093,-0.362552842,2
1.743748694,1.752174303,1.689698332,0.030993865,0.322246407,-0.037463814,-0.04749074,0.085274578,0.4055727,0.370203043,-0.018306296,0.123555778,0.361989426,-0.029254589,0.057127054,2
2.13637135,2.445207094,1.286300955,0.709360099,0.428591264,-0.020748687,0.167889657,-0.045310234,0.328092574,0.230494017,-0.062032115,0.270031406,0.181449439,-0.392960687,0.076315995,2
1.717766383,1.560516578,1.903607651,0.320405072,0.433936521,0.110557823,-0.071351015,0.336070106,0.375161651,-0.08542033,0.233746507,0.263698681,0.046624517,-0.195502545,0.309013261,2
2.036268212,1.529041928,1.593988687,0.700121835,0.964794426,0.372801702,-0.322014836,-0.132126851,0.283332457,0.685171111,0.267728925,0.142191323,0.531595977,-0.113862646,-0.193674176,2
1.384718758,1.814949257,1.666400097,0.539655591,0.775548634,0.41368626,0.006106427,0.142371961,0.509232609,0.484580576,0.237138781,-0.02064074,0.317555109,0.142232113,0.047476189,2
2.418423132,1.473751722,1.368841354,-0.144732009,-0.049462052,0.334463099,-0.070917853,0.112227518,0.519325559,0.179986905,0.083053592,-0.086062778,0.472112633,-0.100304238,-0.00218493,2
1.335120033,1.46134601,1.665246972,0.638424353,0.775199485,0.289295996,0.177458245,0.221851421,0.509655291,0.6248514,-0.085891443,0.312763881,0.279665424,-0.181840338,0.050208641,2
1.551536693,2.019874789,1.388249405,0.107901844,0.51688732,-0.191705651,-0.025559538,-0.176885272,0.475933117,0.162926923,0.228616613,-0.063850692,0.259530113,-0.441350341,-0.34280772,2
1.222969403,1.949937236,1.497856508,0.334719147,0.674304687,-0.015427757,0.099957045,-0.002494663,0.553125378,0.223802352,0.29643606,0.080531159,0.352925586,-0.252606432,-0.162891471,2
0.290520061,1.557264102,1.643254101,0.496914607,0.544898959,-0.176335048,-0.144735754,0.025998451,0.164046619,0.052831947,-0.336268317,-0.039056552,0.058473939,-0.358395924,-0.252875328,2
1.582521753,2.385078012,1.488642657,1.063652141,0.681282842,-0.017636925,0.396863729,-0.065656959,0.27282728,0.187635772,-0.143925123,0.208455919,0.173713414,-0.33551024,0.114206041,2
1.602196264,2.376687152,1.312704963,0.900699815,0.635189776,0.049016279,0.370670372,-0.015151176,0.306157989,0.28566796,-0.051139077,0.274834341,0.247916876,-0.305597765,0.117187196,2
2.259806965,1.622501805,1.89478008,0.716959025,0.599830485,-0.335564825,-0.316439812,-0.024972899,0.145229861,-0.251005829,-0.115609183,0.132946903,0.004288107,-0.449820822,0.069713835,2
2.55138787,1.923797489,1.500939792,0.990122218,1.01880788,0.132335102,-0.364045327,-0.329306805,0.552384307,0.619672732,0.130310195,0.088590348,0.399324383,-0.254916752,-0.243561212,2
1.718072469,2.329751066,1.851248307,0.851735346,1.378274716,0.217000166,-0.073110419,0.052271211,0.310564541,0.61673705,0.05210566,-0.21162889,0.334974688,0.03889473,-0.038585345,2
1.535497419,1.987607402,1.762391806,0.87907026,0.224184653,0.098577258,-0.108175769,-0.251064245,0.306560373,0.354058515,-0.277698327,0.17409173,0.221942126,-0.434102367,0.007796851,2
1.347100198,1.967354505,1.562619273,0.515866957,0.475883675,-0.22976638,-0.09675831,-0.02218609,0.57929917,0.048143969,0.153372858,0.158475474,0.270566141,-0.464987816,-0.090260136,2
-0.180014998,1.374212192,1.6015314,0.516042775,0.703481014,-0.314762376,-0.007976421,0.108701921,0.314141893,-0.100429352,-0.408662982,0.002934144,0.197406213,-0.407645812,-0.205172503,2
1.687250941,1.523240983,1.541667266,0.282825529,0.217301721,-0.240161034,0.024763404,0.22758593,0.25841684,0.027258258,0.28894172,0.15039022,0.450151737,-0.094003204,0.008070624,2
2.186805797,1.501144133,1.633218375,-0.137611374,-0.165816639,0.16992786,0.178755448,0.447689024,0.469136426,0.301127973,0.105424719,0.054105687,0.574067305,-0.154839784,0.028927911,2
-0.043496074,1.490903673,1.881594624,0.533564517,0.446994406,-0.454680914,-0.339077484,0.043928363,-0.070852546,-0.078358695,-0.345485298,-0.110147966,0.222040111,-0.601006663,-0.174021793,2
1.983573342,1.836058509,1.022392534,0.162504552,0.610394829,0.064682805,0.032391545,0.339022998,0.48471348,0.239714511,0.239221485,0.042308253,0.330293696,-0.004625827,0.057108351,2
1.383209925,2.253571926,1.010925195,0.735068927,0.805183065,0.317416927,0.508399399,0.223946188,0.471437503,0.391412877,0.068554566,0.288970968,0.199545833,-0.186661747,0.168565667,2
3.047513863,1.76646595,1.699997334,0.365957958,0.63255668,-0.162874205,-0.458686752,-0.107955346,0.157107807,-0.316928434,-0.12824653,0.101978179,-0.329725232,-0.389706941,-0.190934154,2
2.607695718,1.906622571,1.381105523,0.204421534,0.937163561,0.270713847,-0.318378798,0.028381753,0.553647482,0.464059112,0.037057099,-0.157413778,0.266279738,0.07677988,0.027716993,2
1.384996332,1.971505215,1.183550596,0.674750532,0.979712167,0.158553853,0.264090561,0.003719531,0.606327417,0.259786245,0.216740357,0.172259865,0.381479299,-0.333561845,-0.155097217,2
2.07853221,2.088004896,1.951145759,0.586674273,0.969292806,0.310247222,0.108977949,-0.024509263,0.11835085,0.525872738,0.071665063,-0.02211709,0.243970549,-0.200756917,0.004717571,2
2.722362945,1.57481721,1.13005952,-0.054902948,0.508667174,0.324057617,-0.152781682,0.058172141,0.499445691,0.291635526,0.126676495,-0.000903072,0.370429286,-0.052249021,0.045030412,2
1.990063624,2.237459045,1.062756512,0.899010185,0.777593012,0.205881944,0.416309847,0.033259227,0.416744317,0.269245533,-0.001909954,0.264753238,0.275842288,-0.295191685,0.133909847,2
2.576382458,0.954864929,1.703850299,-0.022080783,1.07531701,-0.142596835,-0.707352059,0.167725033,0.020017907,-0.340810306,0.035067875,0.011454943,-0.137941371,-0.124332695,-0.09004951,2
3.014505337,1.770650694,1.303487309,0.811577327,1.341178248,0.739843598,-0.361469504,-0.120899457,0.529122463,0.586748848,0.310653752,0.069307144,0.520415407,-0.293754209,-0.105590706,2
2.689928329,1.501038704,1.375611889,0.473815542,1.066502329,0.173702876,-0.235594268,0.225697205,0.513713972,0.39871584,-0.021432977,0.029393232,0.388953725,0.054117467,-0.022897256,2
3.368651274,1.68793327,1.053976298,-0.219512031,0.441248387,0.622778263,0.070638367,0.24449987,0.625548821,0.385001264,0.029302272,-0.218580813,0.356151243,-0.152365879,0.143194714,2
2.39737216,1.6764856,1.371286239,0.646693326,0.842964014,-0.117594696,0.165564128,-0.152352722,0.366384253,0.559719701,-0.295303014,0.078591692,0.245714511,-0.338532077,-0.072719929,2
